Unnamed: 0,pokedex_number,name,german_name,japanese_name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,sprite_size,sprite_perimeter,sprite_perimeter_to_size_ratio,sprite_red_mean,sprite_green_mean,sprite_blue_mean,sprite_brightness_mean,sprite_red_sd,sprite_green_sd,sprite_blue_sd,sprite_brightness_sd,sprite_overflow_vertical,sprite_overflow_horizontal
876,745,Lycanroc Dusk Form,Wolwerock,ルガルガン (Lugarugan),7,Normal,Wolf Pokémon,1,Rock,,0.8,25.0,1,Tough Claws,,,487,75,117,65,55,65,110,90,50,170,Medium Fast,1,Field,,50.0,15,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,366,87.0,0.23770491803278687,0.552684024429444,0.48909246758812813,0.42586520947176687,0.4892139004964463,0.3507792654710312,0.31146660890353134,0.3097332613266528,0.308686604518169,0.0,0.0
877,746,Wishiwashi Solo Form,Lusardin,ヨワシ (Yowashi),7,Normal,Small Fry Pokémon,1,Water,,0.2,0.3,1,Schooling,,,175,45,20,20,25,25,40,60,50,61,Fast,1,Water 2,,50.0,15,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,138,44.0,0.3188405797101449,0.45177607274793974,0.46260301221938044,0.5052287581699346,0.47320261437908495,0.3943166327405487,0.39146896455938024,0.3993446378725875,0.391293388044032,0.0,0.0
878,746,Wishiwashi School Form,Lusardin,ヨワシ (Yowashi),7,Normal,Small Fry Pokémon,1,Water,,8.2,78.6,1,Schooling,,,620,45,140,130,140,135,30,60,50,217,Fast,1,Water 2,,50.0,15,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,722,143.0,0.19806094182825484,0.28064200749551893,0.37557981641410026,0.5207973494106783,0.39233972444009924,0.19211304904946613,0.24179514800514004,0.3201418724746436,0.2453132188219966,0.0,0.0
879,747,Mareanie,Garstella,ヒドイデ (Hidoide),7,Normal,Brutal Star Pokémon,2,Poison,Water,0.4,8.0,3,Merciless,Limber,Regenerator,305,50,53,62,43,52,45,190,50,61,Medium Fast,1,Water 1,,50.0,20,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,284,57.0,0.2007042253521127,0.46195802264567803,0.5008285004142502,0.5468378900856117,0.5032081377151801,0.3040167475180893,0.34708498224473877,0.3785994033927534,0.33386737318272774,0.0,0.0
880,748,Toxapex,Aggrostella,ドヒドイデ (Dohidoide),7,Normal,Brutal Star Pokémon,2,Poison,Water,0.7,14.5,3,Merciless,Limber,Regenerator,495,50,63,152,53,142,35,75,50,173,Medium Fast,1,Water 1,,50.0,20,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,684,137.0,0.20029239766081872,0.4194186446508428,0.44882467606925813,0.4925065932805871,0.453583304666896,0.2822386268568886,0.3151543866472433,0.33650198620638344,0.29708331649184877,0.008928571428571428,0.0
881,749,Mudbray,Pampuli,ドロバンコ (Dorobanko),7,Normal,Donkey Pokémon,1,Ground,,1.0,110.0,3,Own Tempo,Stamina,Inner Focus,385,70,100,70,45,55,45,190,50,77,Medium Fast,1,Field,,50.0,20,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,255,79.0,0.30980392156862746,0.42149942329873125,0.31750865051903115,0.27547866205305654,0.338162245290273,0.34903383462990817,0.2756698378808535,0.2509305788818865,0.2881254066089013,0.0,0.0
882,750,Mudsdale,Pampross,バンバドロ (Banbadoro),7,Normal,Draft Horse Pokémon,1,Ground,,2.5,920.0,3,Own Tempo,Stamina,Inner Focus,500,100,125,100,55,85,35,60,50,175,Medium Fast,1,Field,,50.0,20,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,561,115.0,0.20499108734402852,0.38360770333088673,0.2945091048897277,0.2665058893432596,0.3148742325212913,0.28452502294074933,0.16634959343465575,0.1651788852045589,0.185894793829777,0.0,0.0
883,751,Dewpider,Araqua,シズクモ (Shizukumo),7,Normal,Water Bubble Pokémon,2,Water,Bug,0.3,4.0,2,Water Bubble,,Water Absorb,269,38,40,52,40,72,27,200,50,54,Medium Fast,2,Bug,Water 1,50.0,15,1.0,0.5,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,177,50.0,0.2824858757062147,0.33176027473136144,0.4395923341087848,0.3903622465935527,0.3872382851445663,0.24620726421738842,0.32445341292434277,0.31382350471282294,0.28340730347937587,0.0,0.0
884,752,Araquanid,Aranestro,オニシズクモ (Onishizukumo),7,Normal,Water Bubble Pokémon,2,Water,Bug,1.8,82.0,2,Water Bubble,,Water Absorb,454,68,70,92,50,132,42,100,50,159,Medium Fast,2,Bug,Water 1,50.0,15,1.0,0.5,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,540,126.0,0.23333333333333334,0.3746477850399419,0.4495860566448802,0.45769063180827885,0.4273081578310337,0.26602834509860285,0.30810338893574896,0.31644414517402325,0.28958941646192704,0.0,0.0
885,753,Fomantis,Imantis,カリキリ (Karikiri),7,Normal,Sickle Grass Pokémon,1,Grass,,0.3,1.5,2,Leaf Guard,,Contrary,250,40,55,35,50,35,35,190,50,50,Medium Fast,1,Grass,,50.0,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,193,48.0,0.24870466321243523,0.4113380067052727,0.4628060550645129,0.4090419587524129,0.4277286735073995,0.2800791639349907,0.2677710119272128,0.23471956736302896,0.24424858799157612,0.0,0.0
886,754,Lurantis,Mantidea,ラランテス (Lalantes),7,Normal,Bloom Sickle Pokémon,1,Grass,,0.9,18.5,2,Leaf Guard,,Contrary,480,70,105,90,80,90,45,75,50,168,Medium Fast,1,Grass,,50.0,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,267,85.0,0.31835205992509363,0.5333480208562826,0.4186531541455534,0.4188587794668429,0.4569533181562263,0.3681458071559396,0.27549348779190785,0.2709186367783314,0.29338331670391243,0.0,0.0
887,755,Morelull,Bubungus,ネマシュ (Nemasyu),7,Normal,Illuminating Pokémon,2,Grass,Fairy,0.2,1.5,3,Illuminate,Effect Spore,Rain Dish,285,40,35,55,65,75,15,190,50,57,Medium Fast,1,Grass,,50.0,20,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,199,51.0,0.2562814070351759,0.5467336683417086,0.499379249187112,0.5183367819489605,0.5214832331592605,0.409938603533508,0.3762583527268709,0.38076373961482574,0.3852969169032667,0.0,0.0
888,756,Shiinotic,Lamellux,マシェード (Mashade),7,Normal,Illuminating Pokémon,2,Grass,Fairy,1.0,11.5,3,Illuminate,Effect Spore,Rain Dish,405,60,45,80,90,100,30,75,50,142,Medium Fast,1,Grass,,50.0,20,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,486,91.0,0.18724279835390947,0.6382554667957717,0.4832486080852094,0.6052610344549343,0.5755883697786386,0.34007376407042,0.2898984413925356,0.3112186671603846,0.3033751752075976,0.0,0.0
889,757,Salandit,Molunk,ヤトウモリ (Yatoumori),7,Normal,Toxic Lizard Pokémon,2,Poison,Fire,0.6,4.8,2,Corrosion,,Oblivious,320,48,44,40,71,40,77,120,50,64,Medium Fast,2,Dragon,Monster,87.5,20,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25,211,77.0,0.36492890995260663,0.23399312331567698,0.2146826503113094,0.2180094786729858,0.22222841743332405,0.23964395726715532,0.20819932205155545,0.21918609985092716,0.21761145196313486,0.0,0.0
890,758,Salazzle,Amfira,エンニュート (Ennewt),7,Normal,Toxic Lizard Pokémon,2,Poison,Fire,1.2,22.2,2,Corrosion,,Oblivious,480,68,64,60,111,60,117,45,50,168,Medium Fast,2,Dragon,Monster,0.0,20,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25,425,135.0,0.3176470588235294,0.27008073817762396,0.24941176470588236,0.2815501730103806,0.26701422529796237,0.21909561966669255,0.18394102050728592,0.21674348765943321,0.20209219914097798,0.0,0.0
891,759,Stufful,Velursi,ヌイコグマ (Nuikoguma),7,Normal,Flailing Pokémon,2,Normal,Fighting,0.5,6.8,3,Fluffy,Klutz,Cute Charm,340,70,75,50,45,50,50,140,50,68,Medium Fast,1,Field,,50.0,15,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0,215,56.0,0.26046511627906976,0.49012311901504785,0.40563611491108065,0.4074418604651163,0.4344003647970816,0.39722542320850324,0.347330475822584,0.35981508511425714,0.36463373837079666,0.0,0.0
892,760,Bewear,Kosturso,キテルグマ (Kiteruguma),7,Normal,Strong Arm Pokémon,2,Normal,Fighting,2.1,135.0,3,Fluffy,Klutz,Unnerve,500,120,125,80,55,60,60,70,50,175,Medium Fast,1,Field,,50.0,15,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0,518,93.0,0.17953667953667954,0.4803240215004921,0.4247104247104247,0.4296615943674767,0.4448986801927979,0.3460418404539355,0.28494985858562705,0.3027754121331665,0.30736925908937274,0.0,0.0
893,761,Bounsweet,Frubberl,アマカジ (Amakaji),7,Normal,Fruit Pokémon,1,Grass,,0.3,3.2,3,Leaf Guard,Oblivious,Sweet Veil,210,42,30,38,30,38,32,235,50,42,Medium Slow,1,Grass,,0.0,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,185,51.0,0.2756756756756757,0.46357180710121887,0.3706200317965024,0.32228934817170113,0.38549372902314083,0.34766028360692236,0.31698285616154787,0.24540741493686086,0.27948738322739963,0.0,0.0
894,762,Steenee,Frubaila,アママイコ (Amamaiko),7,Normal,Fruit Pokémon,1,Grass,,0.7,8.2,3,Leaf Guard,Oblivious,Sweet Veil,290,52,40,48,40,48,62,120,50,102,Medium Slow,1,Grass,,0.0,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,226,69.0,0.3053097345132743,0.453461738677772,0.4479090751344786,0.3550407773728961,0.4188038637283822,0.3641539783297575,0.3733524106584926,0.3152634755918364,0.33763815055640845,0.0,0.0
895,763,Tsareena,Fruyal,アマージョ (Amajo),7,Normal,Fruit Pokémon,1,Grass,,1.2,21.4,3,Leaf Guard,Queenly Majesty,Sweet Veil,510,72,120,98,50,98,72,45,50,255,Medium Slow,1,Grass,,0.0,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,484,93.0,0.1921487603305785,0.47998703613676874,0.47599254577864203,0.3546831955922865,0.4368875925025658,0.3216653396662716,0.34272525711083546,0.26210855916585635,0.2936807451679595,0.0,0.0
896,764,Comfey,Curelei,キュワワー (Cuwawa),7,Normal,Posy Picker Pokémon,1,Fairy,,0.1,0.3,3,Flower Veil,Triage,Natural Cure,485,51,52,90,82,110,100,60,50,170,Fast,1,Grass,,25.0,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,461,135.0,0.2928416485900217,0.47622864891777816,0.44785444610407643,0.3514750292103571,0.4251860414107372,0.3209872560049333,0.3053167009605915,0.2490508760588495,0.2708671613858905,0.03361344537815126,0.0
897,765,Oranguru,Kommandutan,ヤレユータン (Yareyuutan),7,Normal,Sage Pokémon,2,Normal,Psychic,1.5,76.0,3,Inner Focus,Telepathy,Symbiosis,490,90,60,80,90,110,60,45,50,172,Slow,1,Field,,50.0,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0,792,118.0,0.14898989898989898,0.5010645672410379,0.5103089720736781,0.5032679738562091,0.5048805043903084,0.32129224155333586,0.3332809269801819,0.33451928647232504,0.3186173287733259,0.026785714285714284,0.0
898,766,Passimian,Quartermak,ナゲツケサル (Nagetukesaru),7,Normal,Teamwork Pokémon,1,Fighting,,2.0,82.8,2,Receiver,,Defiant,490,100,120,90,40,60,80,45,50,172,Slow,1,Field,,50.0,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,640,154.0,0.240625,0.4506617647058824,0.46752450980392163,0.3933946078431373,0.4371936274509804,0.3546525696922979,0.3613781004209581,0.3211759410290201,0.34107293223401874,0.03571428571428571,0.0
899,767,Wimpod,Reißlaus,コソクムシ (Kosokumushi),7,Normal,Turn Tail Pokémon,2,Bug,Water,0.5,12.0,1,Wimp Out,,,230,25,35,40,20,30,80,90,50,46,Medium Fast,2,Bug,Water 3,50.0,20,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,203,68.0,0.33497536945812806,0.33008789722785664,0.3089346083260891,0.3399014778325123,0.32630799446215275,0.29411996077743363,0.28774473310257404,0.2976170381801076,0.2880699376771046,0.0,0.0
900,768,Golisopod,Tectass,グソクムシャ (Gusokumusha),7,Normal,Hard Scale Pokémon,2,Bug,Water,2.0,108.0,1,Emergency Exit,,,530,75,125,140,60,90,40,45,50,186,Medium Fast,2,Bug,Water 3,50.0,20,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,763,147.0,0.1926605504587156,0.444103512964819,0.4527073214606945,0.44391848482512275,0.44690977308354535,0.30053508747788227,0.3276475610774482,0.3122224460431335,0.3118398930692864,0.0,0.0
901,769,Sandygast,Sankabuh,スナバァ (Sunaba),7,Normal,Sand Heap Pokémon,2,Ghost,Ground,0.5,70.0,2,Water Compaction,,Sand Veil,320,55,55,80,70,45,15,140,50,64,Medium Fast,1,Amorphous,,50.0,15,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,252,59.0,0.23412698412698413,0.6018362900715842,0.5854341736694678,0.46336756924992223,0.5502126776636581,0.31615160053720726,0.3177215380489449,0.24099353774117832,0.2894440504286976,0.0,0.0
902,770,Palossand,Colossand,シロデスナ (Sirodethna),7,Normal,Sand Castle Pokémon,2,Ghost,Ground,1.3,250.0,2,Water Compaction,,Sand Veil,480,85,75,110,100,75,35,60,50,168,Medium Fast,1,Amorphous,,50.0,15,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,325,67.0,0.20615384615384616,0.6816892911010559,0.5219306184012066,0.3606153846153846,0.5214117647058825,0.34967563828827436,0.2581433753264001,0.1564409709621659,0.25220939162479705,0.0,0.0
903,771,Pyukumuku,Gufa,ナマコブシ (Namakobushi),7,Normal,Sea Cucumber Pokémon,1,Water,,0.3,1.2,2,Innards Out,,Unaware,410,55,60,130,30,130,5,60,50,144,Fast,1,Water 1,,50.0,15,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,361,75.0,0.2077562326869806,0.38161968388463424,0.2580305252294824,0.30400304165987724,0.31455108359133127,0.31050171567191703,0.17979964686113256,0.21775427775774325,0.221382453719644,0.0,0.0
904,772,Type: Null,Typ:Null,タイプ：ヌル (Type: Null),7,Sub Legendary,Synthetic Pokémon,1,Normal,,1.9,120.5,1,Battle Armor,,,534,95,95,95,95,95,59,3,0,107,Slow,1,Undiscovered,,,120,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,621,156.0,0.25120772946859904,0.3371854377821982,0.3217580752107606,0.3067285529348615,0.32189068864260684,0.23035832210691326,0.21769571248638298,0.21037866808214525,0.21449212893438216,0.0,0.0
905,773,Silvally,Amigento,シルヴァディ (Silvady),7,Sub Legendary,Synthetic Pokémon,1,Normal,,2.3,100.5,1,RKS System,,,570,95,95,95,95,95,95,3,0,257,Slow,1,Undiscovered,,,120,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,662,170.0,0.256797583081571,0.45330845329068187,0.44826135892423435,0.4636988330075233,0.45508954840747984,0.35860062723115776,0.35272985501240356,0.36268080591097684,0.3551751363504848,0.026785714285714284,0.0
906,774,Minior Meteor Form,Meteno,メテノ (Meteno),7,Normal,Meteor Pokémon,2,Rock,Flying,0.3,40.0,1,Shields Down,,,440,60,60,100,60,100,60,30,50,154,Medium Slow,1,Mineral,,,25,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,213,45.0,0.2112676056338028,0.46160360857958205,0.3754947988585105,0.3541378992911719,0.39707876890975485,0.2290714105383534,0.18062091251732948,0.17409473206563772,0.191410016989141,0.0,0.0
907,774,Minior Core Form,Meteno,メテノ (Meteno),7,Normal,Meteor Pokémon,2,Rock,Flying,0.3,0.3,1,Shields Down,,,500,60,100,60,100,60,120,30,50,175,Medium Slow,1,Mineral,,,25,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,196,44.0,0.22448979591836735,0.6989195678271309,0.44883953581432573,0.5345738295318128,0.5607776443910898,0.33803154228031645,0.2730456848737793,0.2756368545466288,0.28483719256186274,0.0,0.0
908,775,Komala,Koalelu,ネッコアラ (Nekkoara),7,Normal,Drowsing Pokémon,1,Normal,,0.4,19.9,1,Comatose,,,480,65,115,65,75,95,65,45,50,168,Slow,1,Field,,50.0,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,264,57.0,0.2159090909090909,0.4781491384432561,0.5114081996434938,0.5050950683303624,0.4982174688057041,0.217958863088529,0.2544144772049536,0.2923058036977358,0.24227279161536708,0.0,0.0
909,776,Turtonator,Tortunator,バクガメス (Bakugames),7,Normal,Blast Turtle Pokémon,2,Fire,Dragon,2.0,212.0,1,Shell Armor,,,485,60,78,135,91,85,36,70,50,170,Medium Fast,2,Dragon,Monster,50.0,20,1.0,0.25,1.0,0.5,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,605,131.0,0.21652892561983472,0.5083584508183437,0.33988656619672664,0.2659342083941014,0.3713930751363907,0.37251667006581296,0.27711822024924054,0.17357467550440225,0.24851006293688,0.03571428571428571,0.0
910,777,Togedemaru,Togedemaru,トゲデマル (Togedemaru),7,Normal,Roly-Poly Pokémon,2,Electric,Steel,0.3,3.3,3,Iron Barbs,Lightning Rod,Sturdy,435,65,98,63,40,73,96,180,50,152,Medium Fast,2,Fairy,Field,50.0,10,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,408,84.0,0.20588235294117646,0.6078527489427143,0.5993175701653211,0.5470492118415994,0.5847398436498782,0.3848097312720759,0.3803158821874494,0.3823450544612444,0.3724889031753983,0.0,0.0
911,778,Mimikyu,Mimigma,ミミッキュ (Mimikkyu),7,Normal,Disguise Pokémon,2,Ghost,Fairy,0.2,0.7,1,Disguise,,,476,55,90,80,50,105,96,45,50,167,Medium Fast,1,Amorphous,,50.0,20,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,1.0,2.0,0.0,1.0,2.0,1.0,375,105.0,0.28,0.474959477124183,0.4451973856209151,0.3414065359477124,0.4205211328976035,0.367806850187448,0.35009077071002703,0.2568356786085489,0.32389115367349924,0.017857142857142856,0.0
912,779,Bruxish,Knirfish,ハギギシリ (Hagigishiri),7,Normal,Gnash Teeth Pokémon,2,Water,Psychic,0.9,19.0,3,Dazzling,Strong Jaw,Wonder Skin,475,68,105,70,70,70,92,80,50,166,Medium Fast,1,Water 2,,50.0,15,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,235,58.0,0.24680851063829787,0.6156362119315812,0.4749770546516479,0.5721818940342096,0.5542650535391461,0.35069968817164365,0.29073011374806446,0.3037896752232135,0.28450248393657046,0.0,0.0
913,780,Drampa,Sen-Long,ジジーロン (Jijilong),7,Normal,Placid Pokémon,2,Normal,Dragon,3.0,185.0,3,Berserk,Sap Sipper,Cloud Nine,485,78,60,85,135,91,36,70,50,170,Medium Fast,2,Dragon,Monster,50.0,20,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,573,106.0,0.1849912739965096,0.5330595763610855,0.5905690723060603,0.5414981350306265,0.5550422612325907,0.3430559769081927,0.3547597153918798,0.33600592646234484,0.3386347140869156,0.03571428571428571,0.0
914,781,Dhelmise,Moruda,ダダリン (Dadarin),7,Normal,Sea Creeper Pokémon,2,Ghost,Grass,3.9,210.0,1,Steelworker,,,517,70,131,100,86,90,40,25,50,181,Medium Fast,1,Mineral,,,25,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,623,180.0,0.28892455858747995,0.2834482107449722,0.33863972555314265,0.28035124162024366,0.30081305930611946,0.25568122922296627,0.2651604118582082,0.22313983537288556,0.23041563065140602,0.0,0.0
915,782,Jangmo-o,Miniras,ジャラコ (Jyarako),7,Normal,Scaly Pokémon,1,Dragon,,0.6,29.7,3,Bulletproof,Soundproof,Overcoat,300,45,55,65,45,45,45,45,50,60,Slow,1,Dragon,,50.0,40,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,275,85.0,0.3090909090909091,0.48587522281639933,0.4569982174688057,0.3491764705882353,0.4306833036244801,0.40770744685670496,0.3777604479398549,0.3065022796136098,0.35172098264466917,0.0,0.0
916,783,Hakamo-o,Mediras,ジャランゴ (Jyarango),7,Normal,Scaly Pokémon,2,Dragon,Fighting,1.2,47.0,3,Bulletproof,Soundproof,Overcoat,420,55,75,90,65,70,65,45,50,147,Slow,1,Dragon,,50.0,40,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0,284,98.0,0.34507042253521125,0.4107566970450152,0.3795774647887324,0.27731289698978184,0.3558823529411764,0.3542915218633475,0.32278841464377045,0.25591072437414886,0.2974373926264678,0.0,0.0
917,784,Kommo-o,Grandiras,ジャラランガ (Jyararanga),7,Normal,Scaly Pokémon,2,Dragon,Fighting,1.6,78.2,3,Bulletproof,Soundproof,Overcoat,600,75,110,125,100,105,85,45,50,270,Slow,1,Dragon,,50.0,40,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0,699,158.0,0.22603719599427755,0.42703021122612134,0.3784566186989818,0.27231058374708966,0.3592658045573976,0.3086064079833791,0.2724997728975396,0.20760595094179227,0.24971206863654985,0.03571428571428571,0.0
918,785,Tapu Koko,Kapu-Riki,カプ・コケコ (Kapu-Kokeko),7,Sub Legendary,Land Spirit Pokémon,2,Electric,Fairy,1.8,20.5,2,Electric Surge,,Telepathy,570,70,115,85,95,75,130,3,50,257,Slow,1,Undiscovered,,,15,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,401,99.0,0.24688279301745636,0.534849151630727,0.45335680406826073,0.2527602562221896,0.41365540397372585,0.3475225600453884,0.2920053069533392,0.17380614732320834,0.23857501298302633,0.0,0.0
919,786,Tapu Lele,Kapu-Fala,カプ・テテフ (Kapu-Tetefu),7,Sub Legendary,Land Spirit Pokémon,2,Psychic,Fairy,1.2,18.6,2,Psychic Surge,,Telepathy,570,70,85,75,130,115,95,3,50,257,Slow,1,Undiscovered,,,15,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,325,62.0,0.19076923076923077,0.5273363499245852,0.4016892911010558,0.4258461538461539,0.4516239316239316,0.31210220856782983,0.22510147540302664,0.24928258436944853,0.24841904893524291,0.0,0.0
920,787,Tapu Bulu,Kapu-Toro,カプ・ブルル (Kapu-Bulul),7,Sub Legendary,Land Spirit Pokémon,2,Grass,Fairy,1.9,45.5,2,Grassy Surge,,Telepathy,570,70,130,115,85,95,75,3,50,257,Slow,1,Undiscovered,,,15,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,306,83.0,0.27124183006535946,0.47604767397154946,0.30989363065487635,0.2596949891067538,0.34854543124439313,0.33486248985009026,0.185938619420284,0.14905381627921763,0.19444749733367767,0.0,0.0
921,788,Tapu Fini,Kapu-Kime,カプ・レヒレ (Kapu-Rehire),7,Sub Legendary,Land Spirit Pokémon,2,Water,Fairy,1.3,21.2,2,Misty Surge,,Telepathy,570,70,75,115,95,130,85,3,50,257,Slow,1,Undiscovered,,,15,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,298,71.0,0.23825503355704697,0.4157783918936702,0.40861955520463217,0.4762731938412949,0.43355704697986586,0.23243901368468797,0.24464881256309334,0.3141109739374961,0.25723036303358154,0.0,0.0
